Timestamp,Weight
0.0,Value
0.08676314353942871,-0.0
0.1822803020477295,-0.0
0.26607847213745117,-0.0
0.36052894592285156,-0.0
0.4462881088256836,-0.0
0.5428650379180908,-0.0
0.6283581256866455,-0.1
0.7162714004516602,-0.1
0.8112423419952393,-0.4
0.8973169326782227,-1.0
0.9904665946960449,-1.3
1.076537847518921,-0.9
1.1740062236785889,-0.2
1.2589173316955566,0.0
1.3439061641693115,0.3
1.438427448272705,0.5
1.5234313011169434,0.6
1.6192731857299805,0.7
1.7047429084777832,1.1
1.7993576526641846,1.0
1.8849778175354004,1.0
1.9792828559875488,1.2
2.064269542694092,1.2
2.1570005416870117,1.3
2.245401382446289,1.2
2.340346574783325,1.2
2.4253110885620117,1.5
2.5203938484191895,1.9
2.6051483154296875,1.5
2.7002270221710205,0.5
2.785909414291382,0.1
2.880764961242676,0.1
2.966275453567505,0.1
3.061583995819092,0.1
3.146003484725952,0.1
3.2401978969573975,0.1
3.3239941596984863,0.2
3.418060064315796,0.7
3.502006769180298,1.2
3.598484754562378,1.7
3.6827573776245117,2.1
3.7727439403533936,2.5
3.8688759803771973,2.8
3.954225778579712,2.6
4.049332141876221,1.5
4.133936643600464,0.4
4.228677749633789,0.1
4.31410813331604,0.1
4.40979790687561,0.0
4.494934320449829,-0.2
4.589539289474487,-0.6
4.674275875091553,-1.2
4.770293235778809,-1.7
4.8551576137542725,-2.1
4.949751853942871,-2.3
5.034230709075928,-2.4
5.129705905914307,-2.5
5.214727163314819,-2.6
5.3043529987335205,-2.3
5.394818544387817,-1.3
5.4845240116119385,-0.4
5.574866533279419,-0.1
5.661373615264893,0.0
5.756510257720947,0.0
5.841259241104126,-0.1
5.937393665313721,-0.2
6.023492813110352,-0.1
6.111304044723511,-0.1
6.207672357559204,-0.1
6.293001651763916,-0.3
6.382341384887695,-0.8
6.477947473526001,-1.4
6.562988042831421,-1.7
6.6580421924591064,-1.5
6.74303674697876,-0.7
6.8387370109558105,-0.1
6.92405104637146,-0.1
7.01296854019165,-0.0
7.10779881477356,-0.1
7.193086862564087,-0.6
7.283641815185547,-1.2
7.373174667358398,-1.8
7.463902235031128,-2.1
7.553205728530884,-2.0
7.643661975860596,-1.0
7.729290008544922,-0.2
7.824642896652222,-0.0
7.9100022315979,0.0
8.00452733039856,0.0
8.090627431869507,0.0
8.186720609664917,0.1
8.272286415100098,0.0
8.361106157302856,-0.0
8.456039905548096,0.0
8.541088104248047,0.2
8.63649582862854,0.3
8.720975399017334,0.2
8.817641496658325,0.4
8.90153193473816,0.6
8.996302604675293,0.3
9.08114743232727,-0.1
9.171533346176147,-0.3
9.261833190917969,-0.3
9.351456880569458,-0.5
9.441717863082886,-0.1
9.527889966964722,0.1
9.623917818069458,0.1
9.708135604858398,0.1
9.798518419265747,0.0
9.892043113708496,0.0
9.978439331054688,0.0
10.072784185409546,0.0
10.158503770828247,0.0
10.254502058029175,0.0
10.340630531311035,0.0
10.434429168701172,0.0
10.519513368606567,0.0
